uid,formula,charge,n_c,n_h,n_n,n_o,n_atoms,symmetry,method,basis,scales_seen,n_modes,weight,total_e,vib_e,n_solo,n_duo,n_trio,n_quartet,n_quintet,n_ch2,n_chx,dois,route,n_ch,n_ch3
2491,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9691,0.9794",78,336.00000000,-1066.01322599,91.67030000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2490,C28,0,28,0,0,0,28,1-A',RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.83652976,87.77500000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2489,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.01714916,92.05900000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2488,C28,0,28,0,0,0,28,7-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.02163134,91.53550000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2487,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.03696548,92.12250000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2486,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.04669490,92.43160000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2485,C28,0,28,0,0,0,28,5-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.12738504,95.18560000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2484,C28,0,28,0,0,0,28,5-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.12655992,95.10480000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2483,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.94184099,91.14180000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2482,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.05696359,93.93780000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2481,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.94088813,92.46740000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2480,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.04124738,92.35650000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2479,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.92551993,91.36580000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2478,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.99391904,90.80480000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2477,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.99486523,92.61230000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2476,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.00435890,94.39640000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2475,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.11216570,94.03440000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2474,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.93356139,90.19410000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2473,C28,0,28,0,0,0,28,5-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.05338368,93.09330000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2472,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.05107629,92.98550000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2471,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.05784744,93.07060000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2470,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.95986898,90.65880000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2469,C28,0,28,0,0,0,28,"3-A""",UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.92526267,90.58230000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2468,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.95040489,90.54850000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2467,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.09909905,93.44030000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2466,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.18674205,97.43940000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2465,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.02365183,91.61080000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2464,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.09599565,93.47130000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2463,C28,0,28,0,0,0,28,5-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.13874578,95.55580000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2462,C28,0,28,0,0,0,28,1-A,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.92802199,90.77720000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2461,C28,0,28,0,0,0,28,"3-A""",UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.02498481,93.01680000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2460,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.09534997,93.51990000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2459,C28,0,28,0,0,0,28,3-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1065.95020207,89.31880000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2458,C28,0,28,0,0,0,28,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.10090964,93.13160000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2457,C28,0,28,0,0,0,28,5-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",78,336.00000000,-1066.05941093,92.65200000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2234,C28H14,0,28,14,0,0,42,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.52576988,205.06760000,1,4,9,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2233,C28H14,0,28,14,0,0,42,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.53143193,205.15220000,1,4,9,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2232,C28H14,0,28,14,0,0,42,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.53440864,205.18010000,0,8,6,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2231,C28H14,0,28,14,0,0,42,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.52863367,205.08900000,2,6,6,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2230,C28H14,0,28,14,0,0,42,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.50252174,204.67080000,2,0,12,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2229,C28H14,0,28,14,0,0,42,3-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.49278726,203.27860000,3,2,9,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2228,C28H14,0,28,14,0,0,42,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.52109393,204.97000000,2,6,6,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2227,C28H14,0,28,14,0,0,42,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.53886075,205.20470000,0,10,0,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2226,C28H14,0,28,14,0,0,42,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.51331569,204.82730000,4,4,6,0,0,0,,10.1088/0004-637x/799/2/131,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
726,C28H14,0,28,14,0,0,42,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.45409567,204.49210000,0,14,0,0,0,0,,10.1016/j.chemphys.2015.01.002,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
537,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70056493,218.54430000,2,0,6,8,0,0,,10.1016/j.saa.2014.04.017,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2225,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69048569,218.82010000,1,0,3,12,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2224,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69281931,218.82810000,0,2,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2223,C28H16,0,28,16,0,0,44,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70047639,218.44990000,2,2,0,12,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2222,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68614087,218.59950000,2,2,0,12,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2221,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69073579,218.70980000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2220,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69055560,218.72900000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2219,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69986515,218.40560000,3,2,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2218,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69378123,218.75940000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2217,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69662811,218.34860000,3,2,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2216,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70283286,218.47420000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2215,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.67281018,218.79330000,2,2,0,12,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2214,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.67968799,218.81610000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2213,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68764239,218.58530000,3,2,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2212,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69225787,218.73710000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2211,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68417879,218.51450000,3,2,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2210,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68481241,218.97310000,0,2,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2209,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68885814,218.66090000,2,4,6,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2208,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69401000,218.80280000,0,6,6,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2207,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70547587,218.49260000,2,4,6,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2206,C28H16,0,28,16,0,0,44,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69534057,218.27450000,4,2,6,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2205,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69153945,218.67600000,2,6,0,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2204,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69567798,218.31530000,4,4,0,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2203,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70114262,218.44650000,2,6,0,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2202,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68872748,218.59180000,2,6,0,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2201,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68988696,218.18400000,4,4,0,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2200,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69847066,218.40050000,2,6,0,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2199,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69233853,218.77360000,1,4,3,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2198,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69025246,218.59270000,3,6,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2197,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69244181,218.70780000,1,8,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2196,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70014447,218.38210000,3,6,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2195,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68766343,218.10480000,5,4,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2194,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70066904,218.42830000,3,6,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2193,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.70255944,218.50540000,1,8,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2192,C28H16,0,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69948579,218.39700000,3,6,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2191,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69289283,218.71450000,1,8,3,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2190,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68367852,218.69120000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2189,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68022733,218.57460000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2188,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.67890771,218.53510000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2187,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69532765,218.53560000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2186,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.67811261,218.52810000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2185,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69567437,218.55720000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2184,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69105159,218.35300000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
